mass,epsilon,llp_rate,LLPModel_unique_id
0.134,1.8127308811846967e-06,1.7842170588034994e-09,DLS_0.134_1.8127308811846967e-06_5.252052334259585e-10
0.134,1.8478497974222908e-05,1.630916067077086e-09,DLS_0.134_1.8478497974222908e-05_5.054315853750245e-12
0.134,2.2387211385683376e-06,2.6887356532988197e-09,DLS_0.134_2.2387211385683376e-06_3.443465305673966e-10
0.134,2.2820929710674507e-05,8.664709807357752e-10,DLS_0.134_2.2820929710674507e-05_3.3138209938954203e-12
0.134,2.7648187540101058e-06,3.798349221025592e-09,DLS_0.134_2.7648187540101058e-06_2.2576799614187232e-10
0.134,2.818382931264455e-05,4.1990998689716643e-10,DLS_0.134_2.818382931264455e-05_2.172679725077717e-12
0.134,3.414548873833601e-06,5.0030283541051255e-09,DLS_0.134_3.414548873833601e-06_1.4802294652984817e-10
0.134,3.480700588428413e-05,1.9238199709124438e-10,DLS_0.134_3.480700588428413e-05_1.4244997531428997e-12
0.134,4.216965034285822e-06,6.10459568437705e-09,DLS_0.134_4.216965034285822e-06_9.705003841912823e-11
0.134,4.2986623470822724e-05,8.663628799878538e-11,DLS_0.134_4.2986623470822724e-05_9.339616526460681e-13
0.134,5.207948328595465e-06,6.849832148006697e-09,DLS_0.134_5.207948328595465e-06_6.363006667520311e-11
0.134,5.308844442309879e-05,4.1817336759597246e-11,DLS_0.134_5.308844442309879e-05_6.1234434522634e-13
0.134,6.30957344480193e-07,1.023692245676615e-10,DLS_0.134_6.30957344480193e-07_4.335065977944522e-09
0.134,6.431811877215091e-06,7.015135638608906e-09,DLS_0.134_6.431811877215091e-06_4.171853459351945e-11
0.134,6.556418494179785e-05,2.208091813675877e-11,DLS_0.134_6.556418494179785e-05_4.014785789848386e-13
0.134,7.79231798434194e-07,1.9880956109308158e-10,DLS_0.134_7.79231798434194e-07_2.842250675128504e-09
0.134,7.943282347242822e-06,6.5126177601122465e-09,DLS_0.134_7.943282347242822e-06_2.7352417175902998e-11
0.134,9.623506263980887e-07,3.705036646126762e-10,DLS_0.134_9.623506263980887e-07_1.8634984891507503e-09
0.134,9.809947127268783e-06,5.44952805379681e-09,DLS_0.134_9.809947127268783e-06_1.793338938326113e-11
0.135,1.1885022274370166e-06,6.458921268375427e-10,DLS_0.135_1.1885022274370166e-06_1.1559569944479529e-09
0.135,1.2115276586285876e-05,3.516175675050171e-09,DLS_0.135_1.2115276586285876e-05_1.1124359376962374e-11
0.135,1.4677992676220675e-06,1.0839682520505743e-09,DLS_0.135_1.4677992676220675e-06_7.578937816875039e-10
0.135,1.4962356560944327e-05,2.3153550336952194e-09,DLS_0.135_1.4962356560944327e-05_7.293595555501843e-12
0.135,1.8127308811846967e-06,1.7198635008757187e-09,DLS_0.135_1.8127308811846967e-06_4.969068806879807e-10
0.135,1.8478497974222908e-05,1.3552138738871893e-09,DLS_0.135_1.8478497974222908e-05_4.7819864789159755e-12
0.135,2.2387211385683376e-06,2.5684155702422572e-09,DLS_0.135_2.2387211385683376e-06_3.2579294624278645e-10
0.135,2.2820929710674507e-05,7.09067321686402e-10,DLS_0.135_2.2820929710674507e-05_3.1352704589282382e-12
0.135,2.7648187540101058e-06,3.5930275570957972e-09,DLS_0.135_2.7648187540101058e-06_2.136034898019526e-10
0.135,2.818382931264455e-05,3.4009961466044364e-10,DLS_0.135_2.818382931264455e-05_2.055614522117264e-12
0.135,3.414548873833601e-06,4.682362617098527e-09,DLS_0.135_3.414548873833601e-06_1.4004738709588646e-10
0.135,3.480700588428413e-05,1.549978501252665e-10,DLS_0.135_3.480700588428413e-05_1.3477469069714172e-12
0.135,4.216965034285822e-06,5.64688135224747e-09,DLS_0.135_4.216965034285822e-06_9.182092788170255e-11
0.135,4.2986623470822724e-05,7.005730272356473e-11,DLS_0.135_4.2986623470822724e-05_8.836392746341036e-13
0.135,5.207948328595465e-06,6.255642140998333e-09,DLS_0.135_5.207948328595465e-06_6.02016429716343e-11
0.135,5.308844442309879e-05,3.442455833083728e-11,DLS_0.135_5.308844442309879e-05_5.793508882394649e-13
0.135,6.30957344480193e-07,1.0220032409402125e-10,DLS_0.135_6.30957344480193e-07_4.1014901900833474e-09
0.135,6.431811877215091e-06,6.318465822259133e-09,DLS_0.135_6.431811877215091e-06_3.947071653592316e-11
0.135,6.556418494179785e-05,1.8157332515872766e-11,DLS_0.135_6.556418494179785e-05_3.798466878272713e-13
0.135,7.79231798434194e-07,1.9736975164423918e-10,DLS_0.135_7.79231798434194e-07_2.6891086135959417e-09
0.135,7.943282347242822e-06,5.779974641947328e-09,DLS_0.135_7.943282347242822e-06_2.5878653587465442e-11
0.135,9.623506263980887e-07,3.655023556399841e-10,DLS_0.135_9.623506263980887e-07_1.7630921447038593e-09
